,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
250,ID_3624,Delhi University-GTB Nagar,Delhi,"Cafe, Fast Food",200,50,-,-,-,30
251,ID_376,"D-Block, Sector 63, Noida",Noida,"Andhra, Hyderabadi, Biryani, South Indian, North Indian, Rolls, Mughlai",200,50,3.7,112,41,30
252,ID_3209,"Sector 1, Noida",Noida,"Fast Food, Healthy Food",100,50,NEW,-,-,10
253,ID_6128,Majestic,Bangalore,"North Indian, Chinese",150,50,-,-,-,30
254,ID_2947,"Sector 1, Noida",Noida,"North Indian, Chinese, Mughlai",250,50,3.6,76,38,30
255,ID_911,"Sector 14, Noida",Noida,Biryani,100,50,NEW,-,-,30
256,ID_3342,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200,50,-,-,-,65
257,ID_1427,"MG Road, Pune",Pune,"Italian, Fast Food",200,50,3.7,101,29,45
258,ID_534,"Sector 63A,Gurgaon",Gurgaon,North Indian,150,50,4.1,144,33,30
259,ID_5511,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,100,50,3.5,49,7,30
260,ID_5405,"Sector 1, Noida",Noida,"Desserts, Bakery",150,50,3.5,20,16,30
261,ID_1004,Mumbai Central,Mumbai,"Fast Food, Sandwich",100,50,3.0,4,1,30
262,ID_6107,"Dockyard Road, Mumbai CST Area",Mumbai,"Italian, Lebanese, North Indian",150,50,3.2,15,7,30
263,ID_7260,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Mughlai, Beverages",150,50,-,-,-,30
264,ID_4625,"Babarpur, New Delhi, Delhi",Delhi,"North Eastern, Momos, Fast Food, Beverages, Tibetan",100,50,2.9,-,-,30
265,ID_4593,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, Mughlai, North Indian, Seafood, Biryani",200,50,3.8,426,196,45
266,ID_4031,"FTI College, Law College Road, Pune",Pune,Ice Cream,100,50,4.0,61,40,30
267,ID_6013,"Raja Bazar, Kolkata",Kolkata,"Cafe, Spanish, Italian, Mexican, Salad, Juices",250,50,4.1,1307,794,45
268,ID_2862,"MG Road, Pune",Pune,Salad,150,50,3.7,26,10,30
269,ID_6448,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, North Indian, Mughlai",250,50,3.1,9,1,30
270,ID_3752,"Sector 3, Marathalli",Bangalore,"North Indian, South Indian",200,99,3.2,7,2,65
271,ID_4189,"Chandni Chowk, Kolkata",Kolkata,"South Indian, Fast Food",100,50,-,-,-,30
272,ID_826,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, Sushi, Asian, Thai",650,50,4.4,925,589,30
273,ID_7754,"Rmz Centennial, I Gate, Whitefield",Bangalore,"South Indian, North Indian, Chinese",150,50,3.3,24,8,30
274,ID_1429,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Rolls, Lebanese",250,50,3.4,40,7,45
275,ID_342,"MG Road, Pune",Pune,South Indian,100,50,3.6,33,8,30
276,ID_7497,"MG Road, Pune",Pune,Maharashtrian,100,0,3.3,12,1,30
277,ID_7057,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese",300,0,3.6,102,48,45
278,ID_5097,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, North Indian",150,50,3.7,53,18,30
279,ID_744,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, South Indian, Chinese",200,50,3.4,47,6,65
280,ID_3755,"Delhi Administration Flats, Timarpur",Delhi,"Continental, Pizza, Italian",250,50,3.9,297,145,45
281,ID_4202,"Sandhurst Road, Mumbai CST Area",Mumbai,"Parsi, Bakery",200,50,4.0,4335,2363,30
282,ID_7319,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Fast Food",600,50,3.9,750,536,30
283,ID_5592,Majestic,Bangalore,Beverages,100,50,3.6,11,4,45
284,ID_6055,Mumbai Central,Mumbai,Fast Food,100,50,3.8,110,53,30
285,ID_5299,"D-Block, Sector 63, Noida",Noida,"Fast Food, Pizza, North Indian, Momos",200,50,4.1,479,247,45
286,ID_4237,"Sector 1, Noida",Noida,North Indian,100,50,3.3,15,1,30
287,ID_5908,"Sector 14, Noida",Noida,North Indian,200,50,2.4,19,11,30
288,ID_7532,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Bakery, Desserts, Mithai",200,50,-,-,-,30
289,ID_1637,Majestic,Bangalore,Fast Food,150,50,3.8,112,37,45
290,ID_3921,"D-Block, Sector 63, Noida",Noida,"Mughlai, North Indian, Kebab, Rolls",350,50,3.6,67,11,30
291,ID_8013,Majestic,Bangalore,"North Indian, Chinese",350,50,3.6,34,18,30
292,ID_7271,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,50,50,3.1,98,10,30
293,ID_7269,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,100,50,4.2,236,72,45
294,ID_8281,"Nathan Road, Mangaldas Road, Pune",Pune,"Street Food, Fast Food, North Indian",150,50,2.9,8,5,45
295,ID_5063,Delhi University-GTB Nagar,Delhi,"Bakery, Desserts, Fast Food",200,50,3.5,32,10,30
296,ID_7501,Delhi University-GTB Nagar,Delhi,"North Indian, South Indian",200,50,2.9,4,3,30
297,ID_1555,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Continental, Chinese, Juices",100,50,3.4,25,20,30
298,ID_2301,Mumbai Central,Mumbai,"Pizza, Fast Food",200,0,3.6,277,89,30
299,ID_465,"Babarpur, New Delhi, Delhi",Delhi,North Indian,250,50,3.1,5,-,30
300,ID_8478,Mumbai Central,Mumbai,Chinese,200,50,3.4,25,17,30
301,ID_7301,"Sector 14, Noida",Noida,"North Indian, Chinese, South Indian, Fast Food",200,50,2.6,123,49,45
302,ID_4152,"FTI College, Law College Road, Pune",Pune,"Fast Food, Beverages",100,50,NEW,-,-,45
303,ID_4850,"Sector 3, Marathalli",Bangalore,"Arabian, North Indian, Biryani, Chinese, Seafood",350,50,2.9,839,245,45
304,ID_7067,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,100,50,3.5,237,2,45
305,ID_4124,"Sandhurst Road, Mumbai CST Area",Mumbai,Desserts,100,50,-,-,-,30
306,ID_1543,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese",100,50,3.4,29,23,65
307,ID_1153,"Delhi Administration Flats, Timarpur",Delhi,"Burger, Fast Food",150,50,3.6,374,87,45
308,ID_2292,"Sector 1, Noida",Noida,"Fast Food, Pizza",200,50,3.3,32,3,45
309,ID_6000,"Nathan Road, Mangaldas Road, Pune",Pune,North Indian,100,50,-,-,-,30
310,ID_2718,"MG Road, Pune",Pune,"North Indian, Chinese, Seafood",500,99,3.1,46,32,30
311,ID_6711,"Sector 1, Noida",Noida,"South Indian, Chinese",100,50,2.9,43,15,30
312,ID_4406,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Sandwich, Desserts, Beverages, Continental, Chinese, Biryani, Mughlai",200,50,3.9,59,31,30
313,ID_3969,Mumbai Central,Mumbai,"Beverages, Desserts, Ice Cream",200,99,3.7,246,83,30
314,ID_4393,"Sector 14, Noida",Noida,"Mughlai, North Indian",150,50,3.6,36,12,30
315,ID_2172,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai, Chinese",200,50,3.6,87,28,65
316,ID_7644,"Sector 1, Noida",Noida,"Chinese, North Indian",250,99,-,-,-,45
317,ID_8275,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Chinese",100,50,4.0,62,32,30
318,ID_7115,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese, Biryani",300,50,4.0,201,54,45
319,ID_4793,"Dockyard Road, Mumbai CST Area",Mumbai,Sandwich,100,50,3.5,44,4,45
320,ID_2034,"Tiretti, Kolkata",Kolkata,"Biryani, Fast Food",100,50,3.4,15,4,30
321,ID_8367,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200,50,3.0,129,42,65
322,ID_4997,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Mughlai",200,99,3.2,37,7,65
323,ID_3755,Delhi University-GTB Nagar,Delhi,"Continental, Pizza, Italian",250,50,3.9,297,145,45
324,ID_6027,"MG Road, Pune",Pune,Fast Food,150,50,-,-,-,30
325,ID_383,Pune University,Pune,"Fast Food, Healthy Food",250,50,4.7,707,453,30
326,ID_5663,Delhi Cantt.,Delhi,"Fast Food, Chinese",100,50,3.7,62,22,30
327,ID_7564,"FTI College, Law College Road, Pune",Pune,"Biryani, North Indian",150,50,NEW,-,-,30
328,ID_3157,"Rmz Centennial, I Gate, Whitefield",Bangalore,North Indian,150,50,-,-,-,30
329,ID_1475,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, Tea, Street Food",200,50,4.3,534,318,30
330,ID_4039,"D-Block, Sector 63, Noida",Noida,"Chinese, Thai",200,99,4.1,258,99,45
331,ID_2426,"Babarpur, New Delhi, Delhi",Delhi,Fast Food,100,50,-,-,-,30
332,ID_4881,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Juices,50,50,3.2,5,2,30
333,ID_939,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, North Indian, Chinese, Andhra, South Indian",300,50,4.3,313,205,30
334,ID_5708,"Sector 63A,Gurgaon",Gurgaon,"Pizza, Fast Food",300,50,3.7,530,165,45
335,ID_1947,"FTI College, Law College Road, Pune",Pune,"Bar Food, North Indian, Italian, Continental",550,50,4.3,3394,1845,30
336,ID_4345,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Italian, Finger Food, American",800,99,4.4,1102,766,30
337,ID_5984,Delhi Cantt.,Delhi,North Indian,100,50,2.9,37,16,30
338,ID_3182,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Biryani, Mughlai, North Indian, Chinese",200,50,3.1,25,9,30
339,ID_4379,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Fast Food, Biryani, North Indian",200,50,-,-,-,30
340,ID_8089,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Thai, European, Italian",650,50,3.6,186,114,30
341,ID_4120,"Yerawada, Pune, Maharashtra",Pune,"Konkan, Maharashtrian",150,50,3.0,6,3,30
342,ID_2083,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Cafe, Beverages, Fast Food, Desserts",250,50,3.5,158,44,65
343,ID_4065,"Chandni Chowk, Kolkata",Kolkata,Cafe,100,50,-,-,-,30
344,ID_7341,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Odia, Bengali, Salad, North Indian",100,50,3.8,51,34,30
345,ID_911,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Biryani,200,50,NEW,-,-,30
346,ID_6086,Delhi Cantt.,Delhi,South Indian,100,99,3.5,150,15,45
347,ID_1796,"Delhi High Court, India Gate",Delhi,"Cafe, Beverages, Bakery",200,50,3.7,126,51,30
348,ID_7915,"Sector 1, Noida",Noida,"Italian, Pizza, Burger",200,50,3.8,78,44,30
349,ID_7295,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"Bakery, Desserts, Ice Cream",150,50,3.9,76,22,45
350,ID_7969,"Sector 1, Noida",Noida,"North Indian, Chinese",150,50,3.3,16,10,65
351,ID_5222,"Delhi Administration Flats, Timarpur",Delhi,North Indian,100,50,NEW,-,-,30
352,ID_8023,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Fast Food",200,50,3.7,575,104,45
353,ID_8450,"MG Road, Pune",Pune,Desserts,150,50,4.2,192,110,30
354,ID_2407,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Fast Food",200,50,3.5,29,17,30
355,ID_5193,"MG Road, Pune",Pune,"Desserts, Beverages",100,50,4.0,157,83,30
356,ID_4885,Pune University,Pune,"Ice Cream, Desserts",200,50,4.0,160,83,30
357,ID_4625,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Fast Food, North Eastern, Momos",100,50,2.7,6,5,30
358,ID_7913,Delhi Cantt.,Delhi,Pizza,150,50,3.5,4,1,30
359,ID_7627,"Sector 14, Noida",Noida,"North Indian, Chinese",300,50,3.3,69,26,30
360,ID_969,"Sector 14, Noida",Noida,Rolls,100,50,3.4,14,8,45
361,ID_188,"Sector 3, Marathalli",Bangalore,"North Indian, Mughlai",150,50,2.8,-,-,30
362,ID_4244,"Delhi Administration Flats, Timarpur",Delhi,Tibetan,100,50,4.0,126,53,30
363,ID_1862,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese",300,50,4.3,1141,478,30
364,ID_367,"FTI College, Law College Road, Pune",Pune,Fast Food,100,99,3.3,12,1,30
365,ID_2063,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Fast Food",100,50,2.7,22,4,45
366,ID_4518,"FTI College, Law College Road, Pune",Pune,"Fast Food, Sandwich",150,50,4.0,107,32,30
367,ID_6699,"Raja Bazar, Kolkata",Kolkata,Beverages,100,50,4.1,139,70,30
368,ID_4776,"Sandhurst Road, Mumbai CST Area",Mumbai,Fast Food,100,50,-,-,-,30
369,ID_5461,"Sector 1, Noida",Noida,Paan,50,50,NEW,-,-,30
370,ID_8595,"Sector 3, Marathalli",Bangalore,Ice Cream,100,50,-,-,-,30
371,ID_444,"Sector 14, Noida",Noida,North Indian,100,50,3.5,22,13,30
372,ID_921,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, North Indian",200,50,3.8,58,45,20
373,ID_7134,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, Kebab",100,50,3.7,14,3,30
374,ID_2973,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Street Food, North Indian, Mithai",200,50,4.1,113,41,30
375,ID_18,"MG Road, Pune",Pune,"Pizza, Italian, Beverages",400,50,4.5,366,232,45
376,ID_7066,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Desserts, Juices",100,50,4.1,237,95,45
377,ID_1079,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Continental, Asian, Pizza",500,50,4.1,643,435,65
378,ID_7959,"Sector 14, Noida",Noida,North Indian,200,99,3.4,37,14,30
379,ID_7080,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Juices, Beverages",50,50,3.4,9,1,30
380,ID_6227,"D-Block, Sector 63, Noida",Noida,Rolls,100,50,NEW,-,-,30
381,ID_6788,"FTI College, Law College Road, Pune",Pune,South Indian,100,50,2.8,6,2,30
382,ID_1015,"Hyderabad Public School, Begumpet",Hyderabad,"Continental, Desserts, Beverages, Sandwich",200,50,3.2,19,10,30
383,ID_1966,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",400,50,3.4,76,40,65
384,ID_1848,"Delhi High Court, India Gate",Delhi,"Desserts, Ice Cream",200,50,4.0,65,39,30
385,ID_4973,"Nathan Road, Mangaldas Road, Pune",Pune,"Salad, European, Steak, Healthy Food, Beverages, Finger Food",550,50,4.2,1319,659,45
386,ID_7547,"FTI College, Law College Road, Pune",Pune,"Ice Cream, Paan, Desserts",150,50,3.9,50,26,30
387,ID_4674,Delhi Cantt.,Delhi,"North Indian, Chinese",250,50,3.5,179,53,45
388,ID_1270,"Sector 1, Noida",Noida,"North Indian, South Indian",150,50,-,-,-,30
389,ID_8012,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Desserts,150,50,3.7,-,-,30
390,ID_2880,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, Biryani",150,50,-,-,-,30
391,ID_1432,Delhi University-GTB Nagar,Delhi,"Cafe, Chinese, Italian",300,99,4.1,803,554,45
392,ID_7377,Majestic,Bangalore,"Fast Food, Sandwich",100,50,3.8,26,6,45
393,ID_8518,"D-Block, Sector 63, Noida",Noida,"Wraps, Fast Food",150,50,-,-,-,30
394,ID_4601,Mumbai Central,Mumbai,"Lebanese, North Indian, Mediterranean, Biryani, Rolls, Fast Food",200,50,3.6,785,399,45
395,ID_1752,"Chandni Chowk, Kolkata",Kolkata,"Street Food, Desserts",100,50,-,-,-,30
396,ID_8657,"Delhi Administration Flats, Timarpur",Delhi,"Continental, Italian, North Indian, Chinese",200,50,3.8,286,77,30
397,ID_8033,"Delhi High Court, India Gate",Delhi,"Continental, North Indian, Mughlai, Chinese, Italian",300,50,4.0,267,165,30
398,ID_408,Pune University,Pune,"Biryani, North Indian, Maharashtrian",150,50,NEW,-,-,30
399,ID_1140,"Delhi High Court, India Gate",Delhi,"American, Fast Food",200,50,3.8,80,27,30
400,ID_1706,Delhi Cantt.,Delhi,Chinese,150,50,3.1,4,-,30
401,ID_6776,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, South Indian, Chinese",200,50,3.4,27,10,30
402,ID_6003,"FTI College, Law College Road, Pune",Pune,"Fast Food, Beverages",100,50,-,-,-,30
403,ID_1016,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Fast Food,150,50,-,-,-,30
404,ID_8460,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Mediterranean, European, Continental",400,50,4.3,124,88,30
405,ID_2033,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese",200,50,3.4,17,4,45
406,ID_5847,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, Mughlai",250,50,-,-,-,30
407,ID_397,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Andhra, Biryani, Chinese",150,50,NEW,-,-,30
408,ID_1353,"Sector 1, Noida",Noida,Bakery,150,50,3.7,21,20,30
409,ID_3451,"Sector 14, Noida",Noida,"Chinese, North Indian",200,50,3.5,110,35,45
410,ID_195,"Dockyard Road, Mumbai CST Area",Mumbai,"Mughlai, North Indian, Chinese, Seafood",150,50,4.0,1210,503,45
411,ID_4672,"Moulali, Kolkata",Kolkata,"Chinese, North Indian",150,50,2.5,17,5,30
412,ID_8101,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Italian",200,50,3.4,16,4,30
413,ID_5925,"Sector 3, Marathalli",Bangalore,"North Indian, Fast Food",200,50,-,-,-,30
414,ID_2083,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"Cafe, Beverages, Fast Food, Desserts",250,50,3.5,158,44,65
415,ID_6296,"Babarpur, New Delhi, Delhi",Delhi,North Indian,150,50,3.4,18,8,30
416,ID_6954,"Sector 63A,Gurgaon",Gurgaon,Chinese,350,50,3.9,81,47,65
417,ID_6678,"Delhi High Court, India Gate",Delhi,Lebanese,100,50,-,-,-,30
418,ID_3146,"Sector 3, Marathalli",Bangalore,"Biryani, Chinese, North Indian",150,50,3.3,93,13,65
419,ID_1000,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Bohri, Biryani",250,50,3.7,96,55,30
420,ID_7297,"Sector 1, Noida",Noida,Bakery,150,99,-,-,-,45
421,ID_8522,"D-Block, Sector 63, Noida",Noida,"Rolls, North Indian, Chinese",200,50,-,-,-,30
422,ID_6738,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"South Indian, Beverages",100,50,3.3,1097,57,45
423,ID_5899,"Babarpur, New Delhi, Delhi",Delhi,North Indian,150,50,3.6,16,4,65
424,ID_607,"FTI College, Law College Road, Pune",Pune,"Bakery, Fast Food",200,50,3.7,101,44,120
425,ID_7223,"Sector 14, Noida",Noida,Bakery,150,50,3.7,79,12,30
426,ID_869,"D-Block, Sector 63, Noida",Noida,"Biryani, Mughlai",200,99,2.9,6,2,30
427,ID_3008,"MG Road, Pune",Pune,"Continental, Beverages, Desserts, Fast Food",500,50,4.1,1552,855,30
428,ID_2533,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Fast Food",150,50,3.8,154,71,45
429,ID_3879,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Bengali, Chinese, Odia",200,50,2.6,19,11,30
430,ID_2851,"Dockyard Road, Mumbai CST Area",Mumbai,"Juices, Beverages",100,50,3.2,9,2,45
431,ID_6486,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",50,50,-,-,-,30
432,ID_1165,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Kebab, Biryani",500,99,4.2,671,301,65
433,ID_3372,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,North Indian,100,50,NEW,-,-,30
434,ID_3605,Majestic,Bangalore,Burger,150,50,3.4,40,17,30
435,ID_6627,"Delhi Administration Flats, Timarpur",Delhi,"Beverages, Fast Food",150,50,NEW,-,-,30
436,ID_366,"Yerawada, Pune, Maharashtra",Pune,"Fast Food, Street Food, Beverages",100,50,NEW,-,-,30
437,ID_2739,Majestic,Bangalore,Bakery,100,50,-,-,-,30
438,ID_203,"Delhi High Court, India Gate",Delhi,North Indian,100,50,3.3,20,11,30
439,ID_5893,"D-Block, Sector 63, Noida",Noida,"North Indian, South Indian, Chinese, Desserts",200,50,2.8,11,5,30
440,ID_689,Delhi University-GTB Nagar,Delhi,"Pizza, Continental, Fast Food",200,50,3.3,22,10,30
441,ID_3492,Delhi University-GTB Nagar,Delhi,"Fast Food, Chinese",150,50,NEW,-,-,30
442,ID_5947,"Dockyard Road, Mumbai CST Area",Mumbai,"Rolls, Lebanese",100,50,3.7,55,25,30
443,ID_8492,"FTI College, Law College Road, Pune",Pune,"Cafe, Fast Food, Beverages",200,50,3.7,31,17,30
444,ID_2629,Mumbai Central,Mumbai,"Fast Food, Pizza",150,50,3.0,73,28,45
445,ID_4398,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Biryani, Mughlai, Kebab",100,50,NEW,-,-,30
446,ID_1166,"Sector 1, Noida",Noida,North Indian,300,50,4.7,81,74,45
447,ID_4536,Majestic,Bangalore,"Beverages, Ice Cream",100,50,-,-,-,30
448,ID_5873,"Sector 14, Noida",Noida,"North Indian, Afghan, Lebanese",200,50,3.3,17,4,30
449,ID_3644,Delhi University-GTB Nagar,Delhi,"Fast Food, Beverages",200,50,3.3,9,4,30
450,ID_6575,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Mughlai",300,50,3.7,104,47,45
451,ID_241,Majestic,Bangalore,Fast Food,150,50,3.5,24,9,30
452,ID_2794,Majestic,Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.0,53,42,20
453,ID_2996,Majestic,Bangalore,"South Indian, Chinese",100,50,3.4,9,1,30
454,ID_5393,"Moulali, Kolkata",Kolkata,"South Indian, Continental, Fast Food",300,99,3.9,232,105,65
455,ID_8610,"MG Road, Pune",Pune,"North Indian, Asian, Biryani, Chinese",400,50,4.0,648,305,30
456,ID_7170,"FTI College, Law College Road, Pune",Pune,"European, Italian, Pizza, Fast Food",200,50,NEW,-,-,30
457,ID_1487,Majestic,Bangalore,"Fast Food, Tea, Beverages",100,50,4.1,124,48,45
458,ID_5241,"Babarpur, New Delhi, Delhi",Delhi,"Fast Food, Italian, Chinese, Desserts, Beverages",200,50,3.7,228,94,45
459,ID_7014,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, North Indian, Maharashtrian",250,50,3.3,47,23,30
460,ID_3325,Delhi University-GTB Nagar,Delhi,Chinese,150,50,3.8,140,36,30
461,ID_3541,"Dockyard Road, Mumbai CST Area",Mumbai,"Desserts, Ice Cream, Beverages",150,50,3.8,100,13,45
462,ID_2991,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,South Indian,100,50,3.7,75,16,30
463,ID_5380,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Mithai, Fast Food, South Indian, Chinese",200,50,4.0,1169,336,30
464,ID_5817,Delhi Cantt.,Delhi,"Chinese, Momos",150,50,3.9,1450,307,45
465,ID_135,Mumbai Central,Mumbai,"Ice Cream, Desserts",100,50,-,-,-,30
466,ID_988,"MG Road, Pune",Pune,"Chinese, North Indian, Mughlai",350,50,3.9,2768,1369,30
467,ID_91,Delhi Cantt.,Delhi,"Momos, Rolls",100,50,3.6,52,11,30
468,ID_515,"Tiretti, Kolkata",Kolkata,Fast Food,100,50,3.8,61,11,30
469,ID_5832,"D-Block, Sector 63, Noida",Noida,"Chinese, South Indian, North Indian",200,50,3.6,92,49,30
470,ID_6588,Mumbai Central,Mumbai,Fast Food,100,50,2.8,12,6,30
471,ID_7184,"Moulali, Kolkata",Kolkata,"Fast Food, Healthy Food, Sandwich, Salad",200,50,3.7,132,52,30
472,ID_2879,"Dockyard Road, Mumbai CST Area",Mumbai,"South Indian, North Indian, Fast Food",200,50,3.7,182,107,45
473,ID_8450,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Cafe, Desserts, Fast Food, Beverages",200,0,4.3,102,76,30
474,ID_2977,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,150,99,4.1,1008,245,45
475,ID_1867,"Sector 14, Noida",Noida,"North Indian, Chinese, Mughlai",300,50,3.6,179,95,45
476,ID_4581,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Street Food, Fast Food",150,50,3.2,8,1,30
477,ID_8361,"Sector 1, Noida",Noida,"Chinese, Fast Food",200,50,3.4,66,4,30
478,ID_5383,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Biryani, Mughlai, Chinese, Seafood",250,50,-,-,-,30
479,ID_5778,"MG Road, Pune",Pune,"South Indian, Fast Food, North Indian",200,50,3.7,68,26,30
480,ID_3930,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Mithai, Street Food",100,50,NEW,-,-,45
481,ID_4420,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Mughlai",100,50,3.4,14,8,30
482,ID_3163,"Hyderabad Public School, Begumpet",Hyderabad,"South Indian, Fast Food, Desserts",150,50,3.8,892,70,45
483,ID_4691,"Sector 14, Noida",Noida,"North Indian, Chinese",200,50,NEW,-,-,30
484,ID_4625,"Moulali, Kolkata",Kolkata,"Fast Food, North Eastern, Momos",100,50,-,-,-,30
485,ID_7344,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Mughlai, North Indian, Rolls",200,50,3.9,189,124,45
486,ID_7678,"FTI College, Law College Road, Pune",Pune,"Asian, Continental, North Indian",500,50,4.6,1507,1131,30
487,ID_694,"Sector 3, Marathalli",Bangalore,"Ice Cream, Desserts, Beverages",100,50,3.8,60,23,30
488,ID_6618,Delhi University-GTB Nagar,Delhi,"Beverages, Fast Food, Ice Cream",200,50,3.7,302,155,45
